qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
4364,105,13,15,12,4,01:34.8,\N,\N
4365,105,23,3,4,5,01:34.9,\N,\N
4366,105,4,4,8,6,01:34.9,\N,\N
4367,105,21,15,11,7,01:35.0,\N,\N
4368,105,44,7,17,8,01:35.0,\N,\N
4369,105,11,16,10,9,01:35.0,\N,\N
4370,105,14,1,5,10,01:35.0,\N,\N
4371,105,31,3,3,11,01:35.2,\N,\N
4372,105,17,19,14,12,01:35.3,\N,\N
4373,105,35,4,7,13,01:35.4,\N,\N
4374,105,41,7,16,14,01:35.4,\N,\N
4375,105,2,17,18,15,01:36.5,\N,\N
4376,105,32,19,15,16,01:36.5,\N,\N
4377,105,10,17,19,17,01:37.1,\N,\N
4378,105,47,18,21,18,01:40.2,\N,\N
4379,105,46,18,20,19,\N,\N,\N
4380,105,30,6,1,20,\N,\N,\N
4381,106,30,6,1,1,01:33.5,\N,\N
4382,106,23,3,4,2,01:34.0,\N,\N
4383,106,17,19,14,3,01:34.6,\N,\N
4384,106,11,16,10,4,01:34.9,\N,\N
4385,106,18,16,9,5,01:35.2,\N,\N
4386,106,15,7,16,6,01:35.2,\N,\N
4387,106,21,15,11,7,01:36.1,\N,\N
4388,106,14,1,5,8,01:36.2,\N,\N
4389,106,35,4,7,9,01:36.3,\N,\N
4390,106,44,7,17,10,01:36.4,\N,\N
4391,106,4,4,8,11,01:36.7,\N,\N
4392,106,8,1,6,12,01:36.8,\N,\N
4393,106,31,3,3,13,01:37.7,\N,\N
4394,106,32,19,15,14,01:38.3,\N,\N
4395,106,22,6,2,15,01:38.6,\N,\N
4396,106,2,17,18,16,01:42.0,\N,\N
4397,106,10,17,19,17,01:43.5,\N,\N
4398,106,46,18,20,18,01:48.1,\N,\N
4399,106,47,18,21,19,\N,\N,\N
4400,106,13,15,12,20,\N,\N,\N
4401,107,22,6,2,1,01:10.6,\N,\N
4402,107,31,3,3,2,01:10.8,\N,\N
4403,107,8,1,6,3,01:10.9,\N,\N
4404,107,13,15,12,4,01:10.9,\N,\N
4405,107,18,16,9,5,01:11.1,\N,\N
4406,107,11,16,10,6,01:11.1,\N,\N
4407,107,23,3,4,7,01:11.1,\N,\N
4408,107,30,6,1,8,01:11.4,\N,\N
4409,107,4,4,8,9,01:11.5,\N,\N
4410,107,15,7,16,10,01:11.5,\N,\N
4411,107,21,15,11,11,01:11.6,\N,\N
4412,107,17,19,14,12,01:11.7,\N,\N
4413,107,14,1,5,13,01:11.8,\N,\N
4414,107,35,4,7,14,01:11.8,\N,\N
4415,107,41,7,17,15,01:12.0,\N,\N
4416,107,32,19,15,16,01:12.2,\N,\N
4417,107,2,17,18,17,01:12.8,\N,\N
4418,107,10,17,19,18,01:13.5,\N,\N
4419,107,47,18,21,19,01:13.6,\N,\N
4420,107,46,18,20,20,\N,\N,\N
4421,71,21,4,6,1,01:33.2,01:28.3,\N
4422,71,15,7,16,2,01:35.3,01:29.2,\N
4423,71,17,3,7,3,01:36.7,01:28.3,\N
4424,71,35,15,11,4,01:37.0,01:29.9,\N
4425,71,14,9,14,5,01:38.3,01:28.9,\N
4426,71,32,9,15,6,01:37.5,01:30.0,\N
4427,71,2,3,8,7,01:39.7,01:29.4,\N
4428,71,18,16,3,8,01:41.5,01:30.6,\N
4429,71,31,1,10,9,01:45.3,01:29.3,\N
4430,71,8,1,9,10,01:45.0,01:30.6,\N
4431,71,22,6,2,11,01:45.5,01:31.3,\N
4432,71,39,17,19,12,01:44.4,01:32.7,\N
4433,71,4,4,5,13,01:47.7,01:29.8,\N
4434,71,33,17,18,14,01:46.8,01:33.5,\N
4435,71,23,7,17,15,01:51.5,01:31.2,\N
4436,71,40,18,20,16,01:50.9,01:37.5,\N
4437,71,27,18,21,17,01:49.2,\N,\N
4438,71,30,6,1,18,01:57.9,\N,\N
4439,71,11,16,4,19,\N,\N,\N
4440,71,13,15,12,20,\N,\N,\N
4441,72,4,4,5,1,01:32.6,01:35.1,\N
4442,72,15,7,16,2,01:32.7,01:35.3,\N
4443,72,21,4,6,3,01:32.8,01:35.7,\N
4444,72,17,3,7,4,01:33.2,01:35.7,\N
4445,72,23,7,17,5,01:33.1,01:35.9,\N
4446,72,8,1,9,6,01:32.8,01:36.6,\N
4447,72,32,9,15,7,01:33.7,01:35.9,\N
4448,72,14,9,14,8,01:33.8,01:35.9,\N
4449,72,18,16,3,9,01:33.6,01:36.2,\N
4450,72,2,3,8,10,01:33.5,01:36.5,\N
4451,72,31,1,10,11,01:33.3,01:36.8,\N
4452,72,22,6,2,12,01:34.2,01:37.3,\N
4453,72,30,6,1,13,01:34.1,01:37.6,\N
4454,72,13,15,12,14,01:34.2,01:37.7,\N
4455,72,19,16,4,15,01:34.9,01:37.0,\N
4456,72,35,15,11,16,01:34.9,01:38.1,\N
4457,72,39,17,19,17,01:37.8,01:39.9,\N
4458,72,33,17,18,18,01:37.9,01:40.1,\N
4459,72,40,18,20,19,01:39.3,01:41.9,\N
4460,72,27,18,21,20,01:40.4,01:42.6,\N
4461,73,4,4,5,1,01:29.8,01:32.1,\N
4462,73,30,6,1,2,01:30.2,01:32.1,\N
4463,73,15,7,16,3,01:30.0,01:32.7,\N
4464,73,2,3,8,4,01:30.4,01:32.8,\N
4465,73,17,3,7,5,01:30.6,01:32.7,\N
4466,73,23,7,17,6,01:31.0,01:32.3,\N
4467,73,32,9,15,7,01:30.6,01:32.7,\N
4468,73,37,1,10,8,01:30.7,01:32.6,\N
4469,73,8,1,9,9,01:30.6,01:32.9,\N
4470,73,21,4,6,10,01:30.4,01:33.3,\N
4471,73,18,16,3,11,01:31.0,01:33.4,\N
4472,73,13,15,12,12,01:30.9,01:34.3,\N
4473,73,11,16,4,13,01:31.1,01:34.5,\N
4474,73,14,9,14,14,01:31.2,01:34.6,\N
4475,73,22,6,2,15,01:31.8,01:35.9,\N
4476,73,35,15,11,16,01:32.3,01:35.7,\N
4477,73,33,17,18,17,01:33.4,01:36.0,\N
4478,73,39,17,19,18,01:33.2,01:37.0,\N
4479,73,27,18,21,19,01:34.0,01:36.4,\N
4480,73,40,18,20,20,01:34.8,01:36.4,\N
4481,74,8,1,9,1,01:19.9,01:23.0,\N
4482,74,4,4,5,2,01:19.9,01:23.6,\N
4483,74,18,16,3,3,01:20.5,01:23.6,\N
4484,74,17,3,7,4,01:20.4,01:24.1,\N
4485,74,15,7,16,5,01:20.5,01:24.0,\N
4486,74,11,16,4,6,01:20.9,01:23.8,\N
4487,74,25,1,10,7,01:20.6,01:24.1,\N
4488,74,13,15,12,8,01:20.6,01:24.3,\N
4489,74,2,3,8,9,01:20.8,01:24.4,\N
4490,74,22,6,2,10,01:20.9,01:24.4,\N
4491,74,23,7,17,11,01:21.0,01:24.4,\N
4492,74,35,15,11,12,01:21.0,01:25.3,\N
4493,74,21,4,6,13,01:21.7,01:25.0,\N
4494,74,30,6,1,14,01:20.3,01:27.0,\N
4495,74,14,9,14,15,01:21.6,01:26.4,\N
4496,74,24,9,15,16,01:21.8,01:26.4,\N
4497,74,39,17,19,17,01:23.1,01:29.0,\N
4498,74,33,17,18,18,01:25.1,01:29.2,\N
4499,74,40,18,20,19,01:26.5,01:30.6,\N
4500,74,27,18,21,20,01:25.9,\N,\N
4501,75,8,1,9,1,01:14.8,01:16.6,\N
4502,75,17,3,7,2,01:15.0,01:16.6,\N
4503,75,4,4,5,3,01:14.8,01:16.9,\N
4504,75,23,7,17,4,01:14.9,01:17.0,\N
4505,75,15,7,16,5,01:14.8,01:17.2,\N
4506,75,21,4,6,6,01:15.6,01:17.2,\N
4507,75,31,1,10,7,01:15.9,01:17.6,\N
4508,75,30,6,1,8,01:15.4,01:18.2,\N
4509,75,14,9,14,9,01:15.8,01:18.4,\N
4510,75,13,15,12,10,01:15.9,01:18.4,\N
4511,75,24,9,15,11,01:16.3,01:19.0,\N
4512,75,35,15,11,12,01:16.8,01:19.7,\N
4513,75,39,17,19,13,01:18.6,01:20.7,\N
4514,75,33,17,18,14,01:19.0,01:20.9,\N
4515,75,27,18,21,15,01:19.6,01:21.6,\N
4516,75,40,18,20,16,01:20.3,01:22.5,\N
4517,75,2,3,8,17,01:15.0,\N,\N
4518,75,22,6,2,18,01:15.7,\N,\N
4519,76,8,1,9,1,01:13.6,01:16.7,\N
4520,76,4,4,5,2,01:14.1,01:16.3,\N
4521,76,17,3,7,3,01:14.6,01:17.1,\N
4522,76,21,4,6,4,01:14.8,01:17.3,\N
4523,76,15,7,16,5,01:15.2,01:17.4,\N
4524,76,2,3,8,6,01:15.1,01:17.8,\N
4525,76,14,9,14,7,01:15.3,01:18.5,\N
4526,76,30,6,1,8,01:16.2,01:18.5,\N
4527,76,35,15,11,9,01:15.9,01:19.0,\N
4528,76,22,6,2,10,01:16.1,01:18.8,\N
4529,76,13,15,12,11,01:16.2,01:18.9,\N
4530,76,24,9,15,12,01:16.8,01:20.3,\N
4531,76,40,18,20,13,01:18.6,01:22.2,\N
4532,76,27,18,21,14,01:19.2,01:23.0,\N
4533,76,33,17,18,15,01:19.4,01:23.7,\N
4534,76,31,1,10,16,01:14.9,\N,\N
4535,76,39,17,19,17,01:19.5,01:23.9,\N
4536,76,23,7,17,18,\N,\N,\N
4537,841,20,9,1,1,01:25.3,01:24.1,01:23.5
4538,841,1,1,3,2,01:25.4,01:24.6,01:24.3
4539,841,17,9,2,3,01:25.9,01:24.7,01:24.4
4540,841,18,1,4,4,01:25.9,01:25.0,01:24.8
4541,841,4,6,5,5,01:25.7,01:25.2,01:25.0
4542,841,808,4,10,6,01:25.5,01:25.6,01:25.2
4543,841,3,131,8,7,01:25.9,01:25.6,01:25.4
4544,841,13,6,6,8,01:26.0,01:25.6,01:25.6
4545,841,155,15,16,9,01:25.7,01:25.4,01:25.6
4546,841,67,5,18,10,01:26.2,01:25.9,01:27.1
4547,841,30,131,7,11,01:26.0,01:26.0,\N
4548,841,153,5,19,12,01:26.6,01:26.1,\N
4549,841,815,15,17,13,01:25.8,01:26.1,\N
4550,841,814,10,15,14,01:27.2,01:26.7,\N
4551,841,813,3,12,15,01:26.3,01:26.8,\N
4552,841,16,10,14,16,01:26.2,01:31.4,\N
4553,841,22,3,11,17,01:26.3,\N,\N
4554,841,2,4,9,18,01:27.2,\N,\N
4555,841,5,205,20,19,01:29.3,\N,\N
4556,841,15,205,21,20,01:29.3,\N,\N
4557,841,10,166,24,21,01:29.9,\N,\N
4558,841,816,166,25,22,01:30.8,\N,\N
4562,842,20,9,1,1,01:37.5,01:35.9,01:34.9
4560,841,24,164,23,23,01:33.0,\N,\N
4561,841,39,164,22,24,01:34.3,\N,\N
4563,842,1,1,3,2,01:36.9,01:35.9,01:35.0
4564,842,17,9,2,3,01:37.9,01:36.1,01:35.2
4565,842,18,1,4,4,01:37.0,01:35.6,01:35.2
4566,842,4,6,5,5,01:36.9,01:36.3,01:35.8
4567,842,2,4,9,6,01:37.2,01:36.8,01:36.1
4568,842,13,6,6,7,01:36.7,01:36.6,01:36.3
4569,842,808,4,10,8,01:37.2,01:36.6,01:36.3
4570,842,3,131,8,9,01:37.3,01:36.4,01:36.8
4571,842,155,15,16,10,01:37.0,01:36.7,01:36.8
4572,842,30,131,7,11,01:36.9,01:37.0,\N
4573,842,67,5,18,12,01:37.7,01:37.2,\N
4574,842,153,5,19,13,01:37.7,01:37.3,\N
4575,842,814,10,15,14,01:38.0,01:37.4,\N
4576,842,22,3,11,15,01:38.2,01:37.5,\N
4577,842,815,15,17,16,01:37.8,01:37.5,\N
4578,842,16,10,14,17,01:37.7,01:37.6,\N
4579,842,813,3,12,18,01:38.3,\N,\N
4580,842,5,205,20,19,01:38.6,\N,\N
4581,842,15,205,21,20,01:38.8,\N,\N
4582,842,10,166,24,21,01:40.6,\N,\N
4583,842,816,166,25,22,01:41.0,\N,\N
4584,842,24,164,23,23,01:41.5,\N,\N
4585,842,39,164,22,24,01:42.6,\N,\N
4586,843,20,9,1,1,01:35.7,01:34.8,01:33.7
4587,843,18,1,4,2,01:35.9,01:34.7,01:34.4
4588,843,1,1,3,3,01:36.1,01:34.5,01:34.5
4589,843,3,131,8,4,01:35.3,01:35.9,01:34.7
4590,843,4,6,5,5,01:35.4,01:35.2,01:35.1
4591,843,13,6,6,6,01:35.5,01:35.4,01:35.1
4592,843,153,5,19,7,01:36.1,01:35.6,01:36.2
4593,843,814,10,15,8,01:35.7,01:35.9,01:36.2
4594,843,67,5,18,9,01:36.1,01:35.5,01:36.2
4595,843,808,4,10,10,01:35.4,01:35.1,\N
4596,843,16,10,14,11,01:36.1,01:35.9,\N
4597,843,815,15,17,12,01:36.0,01:36.1,\N
4598,843,155,15,16,13,01:36.1,01:36.2,\N
4599,843,30,131,7,14,01:35.5,01:36.5,\N
4600,843,22,3,11,15,01:35.9,01:36.5,\N
4601,843,2,4,9,16,01:35.9,01:36.6,\N
4602,843,813,3,12,17,01:36.1,01:37.0,\N
4603,843,17,9,2,18,01:36.5,\N,\N
4604,843,5,205,20,19,01:37.9,\N,\N
4605,843,15,205,21,20,01:38.3,\N,\N
4606,843,816,166,25,21,01:39.1,\N,\N
4607,843,10,166,24,22,01:39.7,\N,\N
4608,843,24,164,23,23,01:40.2,\N,\N
4609,843,39,164,22,24,01:40.4,\N,\N
4610,844,20,9,1,1,01:27.0,01:25.6,01:25.0
4611,844,17,9,2,2,01:27.1,01:26.1,01:25.5
4612,844,3,131,8,3,01:27.5,01:25.8,01:25.6
4613,844,1,1,3,4,01:27.1,01:26.1,01:25.6
4614,844,4,6,5,5,01:27.3,01:26.2,01:25.9
4615,844,18,1,4,6,01:27.4,01:26.5,01:26.0
4616,844,808,4,10,7,01:27.5,01:26.7,01:26.3
4617,844,30,131,7,8,01:27.7,01:26.1,01:26.6
4618,844,2,4,9,9,01:27.9,01:26.7,01:26.7
4619,844,13,6,6,10,01:27.0,01:26.4,\N
4620,844,22,3,11,11,01:28.2,01:26.8,\N
4621,844,16,10,14,12,01:27.4,01:27.0,\N
4622,844,814,10,15,13,01:27.6,01:27.1,\N
4623,844,813,3,12,14,01:27.4,01:27.2,\N
4624,844,815,15,17,15,01:27.8,01:27.2,\N
4625,844,67,5,18,16,01:27.6,01:27.3,\N
4626,844,153,5,19,17,01:28.1,01:27.6,\N
4627,844,5,205,20,18,01:28.8,\N,\N
4628,844,15,205,21,19,01:29.7,\N,\N
4629,844,816,166,25,20,01:30.4,\N,\N
4630,844,24,164,23,21,01:30.7,\N,\N
4631,844,10,166,24,22,01:30.8,\N,\N
4632,844,39,164,22,23,01:31.6,\N,\N
4633,845,17,9,2,1,01:23.6,01:21.8,01:21.0
4634,845,20,9,1,2,01:24.1,01:21.5,01:21.2
4635,845,1,1,3,3,01:24.4,01:22.1,01:22.0
4636,845,4,6,5,4,01:23.5,01:22.8,01:22.0
4637,845,18,1,4,5,01:24.4,01:22.0,01:22.0
4638,845,808,4,10,6,01:23.1,01:22.9,01:22.5
4639,845,3,131,8,7,01:23.5,01:22.6,01:22.6
4640,845,13,6,6,8,01:23.5,01:23.0,01:22.9
4641,845,813,3,12,9,01:23.4,01:22.9,01:23.0
4642,845,30,131,7,10,01:23.0,01:22.7,\N
4643,845,67,5,18,11,01:24.0,01:23.2,\N
4644,845,815,15,17,12,01:24.2,01:23.4,\N
4645,845,153,5,19,13,01:24.0,01:23.7,\N
4646,845,155,15,16,14,01:23.7,01:23.7,\N
4647,845,5,205,20,15,01:25.9,01:25.4,\N
4648,845,814,10,15,16,01:24.3,01:26.1,\N
4649,845,16,10,14,17,01:24.6,01:26.6,\N
4650,845,15,205,21,18,01:26.5,\N,\N
4651,845,22,3,11,19,01:26.9,\N,\N
4652,845,10,166,24,20,01:27.3,\N,\N
4653,845,24,164,23,21,01:27.8,\N,\N
4654,845,39,164,22,22,01:27.9,\N,\N
4655,845,816,166,25,23,01:28.6,\N,\N
4656,846,20,9,1,1,01:15.6,01:14.3,01:13.6
4657,846,18,1,4,2,01:15.4,01:14.5,01:14.0
4658,846,17,9,2,3,01:16.1,01:14.7,01:14.0
4659,846,4,6,5,4,01:16.1,01:14.6,01:14.5
4660,846,30,131,7,5,01:16.1,01:15.0,01:14.7
4661,846,13,6,6,6,01:16.3,01:14.6,01:14.9
4662,846,1,1,3,7,01:15.2,01:14.3,01:15.3
4663,846,3,131,8,8,01:15.9,01:14.7,01:15.8
4664,846,813,3,12,9,01:15.8,01:15.5,01:16.5
4665,846,815,15,17,10,01:15.9,01:15.5,\N
4666,846,808,4,10,11,01:16.4,01:15.8,\N
4667,846,22,3,11,12,01:16.6,01:15.8,\N
4668,846,155,15,16,13,01:16.5,01:16.0,\N
4669,846,814,10,15,14,01:16.8,01:16.1,\N
4670,846,16,10,14,15,01:16.6,01:16.1,\N
4671,846,2,4,9,16,01:16.7,01:16.2,\N
4672,846,67,5,18,17,01:16.4,01:16.3,\N
4673,846,5,205,20,18,01:17.3,\N,\N
4674,846,15,205,21,19,01:17.4,\N,\N
4675,846,153,5,19,20,01:17.8,\N,\N
4676,846,10,166,24,21,01:17.9,\N,\N
4677,846,816,166,25,22,01:18.7,\N,\N
4678,846,39,164,22,23,\N,\N,\N
4679,846,24,164,23,24,\N,\N,\N
4680,847,20,9,1,1,01:14.0,01:13.5,01:13.0
4681,847,4,6,5,2,01:13.8,01:13.7,01:13.2
4682,847,13,6,6,3,01:14.0,01:13.4,01:13.2
4683,847,17,9,2,4,01:14.4,01:13.7,01:13.4
4684,847,1,1,3,5,01:14.1,01:13.9,01:13.6
4685,847,3,131,8,6,01:14.9,01:14.0,01:13.8
4686,847,18,1,4,7,01:14.4,01:14.0,01:13.8
4687,847,30,131,7,8,01:15.0,01:14.2,01:13.9
4688,847,2,4,9,9,01:15.1,01:14.5,01:14.1
4689,847,808,4,10,10,01:14.7,01:14.4,01:14.1
4690,847,814,10,15,11,01:14.9,01:14.8,\N
4691,847,813,3,12,12,01:15.6,01:15.0,\N
4692,847,155,15,16,13,01:15.7,01:15.3,\N
4693,847,16,10,14,14,01:14.9,01:15.3,\N
4694,847,67,5,18,15,01:15.9,01:15.3,\N
4695,847,22,3,11,16,01:15.3,01:15.4,\N
4696,847,37,15,17,17,01:16.2,01:15.6,\N
4697,847,153,5,19,18,01:16.3,\N,\N
4698,847,15,205,21,19,01:16.7,\N,\N
4699,847,5,205,20,20,01:16.8,\N,\N
4700,847,24,164,23,21,01:18.4,\N,\N
4701,847,10,166,24,22,01:18.5,\N,\N
4702,847,39,164,22,23,01:18.6,\N,\N
4703,847,816,166,25,24,01:19.4,\N,\N
4704,848,20,9,1,1,01:39.1,01:37.3,01:37.0
4705,848,17,9,2,2,01:40.0,01:38.1,01:37.2
4706,848,1,1,3,3,01:39.2,01:37.7,01:37.4
4707,848,4,6,5,4,01:39.7,01:37.9,01:37.5
4708,848,13,6,6,5,01:38.4,01:38.6,01:37.5
4709,848,18,1,4,6,01:39.5,01:37.7,01:37.6
4710,848,3,131,8,7,01:39.3,01:38.4,01:38.2
4711,848,30,131,7,8,01:39.2,01:38.4,01:38.2
4712,848,2,4,9,9,01:39.9,01:38.8,\N
4713,848,16,10,14,10,01:39.3,01:39.0,\N
4714,848,808,4,10,11,01:39.7,01:39.1,\N
4715,848,814,10,15,12,01:39.9,01:39.4,\N
4716,848,22,3,11,13,01:39.6,01:39.5,\N
4717,848,155,15,16,14,01:40.1,01:39.5,\N
4718,848,813,3,12,15,01:39.7,01:39.6,\N
4719,848,815,15,17,16,01:39.5,01:39.7,\N
4720,848,67,5,18,17,01:39.7,01:39.7,\N
4721,848,153,5,19,18,01:40.2,\N,\N
4722,848,5,205,20,19,01:41.7,\N,\N
4723,848,15,205,21,20,01:42.2,\N,\N
4724,848,10,166,24,21,01:42.6,\N,\N
4725,848,24,164,23,22,01:43.6,\N,\N
4726,848,816,166,25,23,01:43.7,\N,\N
4727,848,39,164,22,24,01:44.4,\N,\N
4728,849,17,9,2,1,01:32.7,01:31.7,01:30.4
4729,849,20,9,1,2,01:33.0,01:32.4,01:30.4
4730,849,4,6,5,3,01:33.0,01:31.7,01:30.5
4731,849,13,6,6,4,01:32.8,01:31.6,01:31.1
4732,849,18,1,4,5,01:34.2,01:32.3,01:31.9
4733,849,814,10,15,6,01:34.5,01:32.6,01:31.9
4734,849,813,3,12,7,01:32.7,01:32.6,01:31.9
4735,849,155,15,16,8,01:34.3,01:32.4,01:32.1
4736,849,3,131,8,9,01:34.2,01:32.3,01:32.2
4737,849,1,1,3,10,01:33.6,01:32.5,01:32.4
4738,849,16,10,14,11,01:34.5,01:32.6,\N
4739,849,815,15,17,12,01:34.1,01:32.6,\N
4740,849,30,131,7,13,01:34.2,01:32.7,\N
4741,849,808,4,10,14,01:34.4,01:32.7,\N
4742,849,22,3,11,15,01:33.5,01:33.1,\N
4743,849,2,4,9,16,01:35.1,01:33.8,\N
4744,849,5,205,20,17,01:34.9,01:34.8,\N
4745,849,153,5,19,18,01:35.2,\N,\N
4746,849,67,5,18,19,01:35.7,\N,\N
4747,849,10,166,24,20,01:36.2,\N,\N
4748,849,15,205,21,21,01:36.5,\N,\N
4749,849,816,166,25,22,01:37.2,\N,\N
4750,849,24,164,23,23,01:37.5,\N,\N
4751,849,817,164,22,24,01:38.1,\N,\N
4752,850,17,9,2,1,01:33.1,01:31.3,01:30.1
4753,850,1,1,3,2,01:32.9,01:31.0,01:30.1
4754,850,20,9,1,3,01:33.0,01:31.0,01:30.2
4755,850,4,6,5,4,01:32.9,01:31.2,01:30.4
4756,850,13,6,6,5,01:31.8,01:31.6,01:30.9
4757,850,3,131,8,6,01:32.8,01:31.3,01:31.3
4758,850,18,1,4,7,01:33.2,01:31.5,01:31.3
4759,850,16,10,14,8,01:32.3,01:31.8,01:32.0
4760,850,808,4,10,9,01:33.2,01:32.0,01:32.2
4761,850,30,131,7,10,01:32.6,01:32.2,01:32.5
4762,850,2,4,9,11,01:32.5,01:32.2,\N
4763,850,814,10,15,12,01:32.7,01:32.6,\N
4764,850,813,3,12,13,01:33.0,01:32.6,\N
4765,850,22,3,11,14,01:33.7,01:33.0,\N
4766,850,815,15,17,15,01:33.3,01:33.2,\N
4767,850,67,5,18,16,01:33.6,01:33.5,\N
4768,850,153,5,19,17,01:33.7,01:33.7,\N
4769,850,155,15,16,18,01:33.8,\N,\N
4770,850,5,205,20,19,01:35.6,\N,\N
4771,850,10,166,24,20,01:36.4,\N,\N
4772,850,812,205,21,21,01:36.4,\N,\N
4773,850,816,166,25,22,01:36.6,\N,\N
4774,850,24,164,23,23,01:37.0,\N,\N
4775,850,817,164,22,24,01:37.0,\N,\N
4776,851,20,9,1,1,01:21.7,01:21.1,01:19.8
4777,851,1,1,3,2,01:21.6,01:21.1,01:20.0
4778,851,18,1,4,3,01:22.0,01:20.6,01:20.0
4779,851,13,6,6,4,01:22.1,01:21.1,01:20.4
4780,851,4,6,5,5,01:21.6,01:20.3,01:20.4
4781,851,17,9,2,6,01:22.2,01:20.9,01:20.5
4782,851,3,131,8,7,01:23.0,01:21.2,01:21.1
4783,851,16,10,14,8,01:22.2,01:22.0,01:21.4
4784,851,30,131,7,9,01:22.9,01:21.9,01:21.9
4785,851,815,15,17,10,01:23.1,01:22.2,\N
4786,851,814,10,15,11,01:23.0,01:22.3,\N
4787,851,808,4,10,12,01:23.1,01:22.3,\N
4788,851,155,15,16,13,01:23.3,01:22.4,\N
4789,851,2,4,9,14,01:23.0,01:22.5,\N
4790,851,22,3,11,15,01:23.1,01:22.7,\N
4791,851,153,5,19,16,01:23.3,01:23.0,\N
4792,851,813,3,12,17,01:23.8,\N,\N
4793,851,67,5,18,18,01:24.1,\N,\N
4794,851,5,205,20,19,01:24.4,\N,\N
4795,851,15,205,21,20,01:24.5,\N,\N
4796,851,10,166,24,21,01:26.3,\N,\N
4797,851,24,164,23,22,01:26.3,\N,\N
4798,851,817,164,22,23,01:26.5,\N,\N
4799,851,816,166,25,24,01:26.5,\N,\N
4800,852,20,9,1,1,02:03.0,02:03.3,01:48.3
4801,852,1,1,3,2,02:03.0,02:02.8,01:48.7
4802,852,17,9,2,3,02:02.8,02:03.3,01:49.4
4803,852,13,6,6,4,02:05.8,02:04.5,01:50.3
4804,852,3,131,8,5,02:05.1,02:03.7,01:50.6
4805,852,153,5,19,6,02:05.4,02:04.6,01:50.8
4806,852,811,4,9,7,02:05.0,02:04.5,01:51.1
4807,852,4,6,5,8,02:04.5,02:02.8,01:51.3
4808,852,815,15,17,9,02:06.3,02:04.6,01:51.4
4809,852,808,4,10,10,02:05.3,02:03.5,01:52.3
4810,852,67,5,18,11,02:04.7,02:04.7,\N
4811,852,155,15,16,12,02:07.2,02:04.8,\N
4812,852,18,1,4,13,02:01.8,02:05.2,\N
4813,852,22,3,11,14,02:05.7,02:07.3,\N
4814,852,16,10,14,15,02:06.0,02:07.8,\N
4815,852,813,3,12,16,02:05.6,02:08.1,\N
4816,852,5,205,20,17,02:06.8,02:08.4,\N
4817,852,814,10,15,18,02:07.8,\N,\N
4818,852,15,205,21,19,02:08.8,\N,\N
4819,852,10,166,24,20,02:09.6,\N,\N
4820,852,816,166,25,21,02:11.6,\N,\N
4821,852,24,164,23,22,02:11.6,\N,\N
4822,852,817,164,22,23,02:13.1,\N,\N
4823,854,20,9,1,1,01:46.4,01:44.9,01:44.4
4824,854,17,9,2,2,01:47.3,01:45.7,01:44.7
4825,854,18,1,4,3,01:47.0,01:45.5,01:44.8
4826,854,1,1,3,4,01:47.0,01:46.8,01:44.8
4827,854,4,6,5,5,01:47.1,01:45.8,01:44.9
4828,854,13,6,6,6,01:47.9,01:46.0,01:45.8
4829,854,3,131,8,7,01:47.7,01:46.4,01:46.0
4830,854,30,131,7,8,01:48.8,01:46.0,\N
4831,854,16,10,14,9,01:48.0,01:47.1,\N
4832,854,814,10,15,10,01:48.0,01:47.5,\N
4833,854,815,15,17,11,01:47.7,01:47.6,\N
4834,854,22,3,11,12,01:48.1,01:48.1,\N
4835,854,813,3,12,13,01:49.7,01:48.3,\N
4836,854,67,5,18,14,01:48.8,01:48.6,\N
4837,854,811,4,9,15,01:48.9,01:48.7,\N
4838,854,153,5,19,16,01:49.6,01:49.9,\N
4839,854,155,15,16,17,01:48.1,\N,\N
4840,854,808,4,10,18,01:49.8,\N,\N
4841,854,5,205,20,19,01:50.9,\N,\N
4842,854,15,205,21,20,01:51.0,\N,\N
4843,854,10,166,24,21,01:52.2,\N,\N
4844,854,816,166,25,22,01:52.4,\N,\N
4845,854,817,164,22,23,01:52.4,\N,\N
4846,854,24,164,23,24,01:52.8,\N,\N
4847,855,20,9,1,1,01:33.1,01:31.4,01:30.5
4848,855,18,1,4,2,01:32.9,01:31.4,01:30.5
4849,855,1,1,3,3,01:32.8,01:31.1,01:30.6
4850,855,13,6,6,4,01:33.2,01:31.9,01:30.8
4851,855,4,6,5,5,01:32.8,01:31.6,01:30.9
4852,855,17,9,2,6,01:33.1,01:31.6,01:31.2
4853,855,155,15,16,10,01:32.6,01:32.4,\N
4854,855,30,131,7,7,01:33.7,01:32.1,\N
4855,855,811,4,9,8,01:33.4,01:32.3,\N
4856,855,808,4,10,9,01:32.9,01:32.2,\N
4857,855,16,10,14,11,01:32.8,01:32.5,\N
4858,855,814,10,15,12,01:33.5,01:32.7,\N
4859,855,22,3,11,13,01:33.9,01:33.1,\N
4860,855,813,3,12,14,01:33.8,01:33.2,\N
4861,855,67,5,18,15,01:33.1,01:33.2,\N
4862,855,153,5,19,16,01:35.1,01:33.4,\N
4863,855,815,15,17,17,01:34.7,\N,\N
4864,855,5,205,20,18,01:35.5,\N,\N
4865,855,15,205,21,19,01:35.5,\N,\N
4866,855,816,166,25,20,01:36.4,\N,\N
4867,855,10,166,24,21,01:36.5,\N,\N
